user,tweet
ayahnyafaris_id,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
jiabsa,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
GUSBENSOK,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
jaries97,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
nyoiyekan,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
bon_nugroho,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Yeniahmad2005,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Mislan_Egg,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
BinBarjo,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Arsa13021,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
adien42174442,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
YPrwnto,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Onyong_Marko,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
NKRIndonesia79,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
suneo411,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
fatoer77,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Ikal14650540,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
TheKidYoungGuns,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Silvy_2021,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
jose_asep,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
windinugroho1,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
nengArmi,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
DiditKhan_,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
Ridanulantary1,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
beautydyah,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
irfanbey15,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Ardiez1897,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
ZulkhairyLw89,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Akhirzaman92,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
aris25arsyad,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
BTriga,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
cakrabuana99,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
fasyam7,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
machbeach,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
aleuyzulqornaen,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
StoryNayua,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
feerzylant,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
SingaHutan99,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Rahmansukarnen,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
jodi1618,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
VgwGhe,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
LUSIAYIDINI_FB,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
not_helsing,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
noorhf,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
polsek_senggigi,"RESCUE BENCANA ALAM BANJIR &amp; TANAH LONGSOR DI KECAMATAN BATULAYAR.
BERSAMA KITA BISA

#divhumaspolri 
#humaspoldantb 
#humaspolreslobar https://t.co/eqkIiaCIZM"
barbar_735,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
smatemsa,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
mbah_mukidan,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
AbuHanif40,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
RobetIstuning3,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
FirdausArvi,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
ahmadir17321659,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
kukangracing,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
Fillah66894934,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
MasSyahid1453,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
berteman_kopi,"@KentArockerss Kemungkinan di atas masih banyak lava pijar, bertumpuk, tertahan tidak bisa turun

Kalau tumpukan sudah banyak bisa longsor dan akan membentuk guguran awan panas... 

Selalu waspada dan tetep ati2 kang..."
Umuludin,Mungkin karena mic jatuh harga TKO Longsor Besar https://t.co/gV1pWWXDls
YusufNew10,"RT @DPPFPI_Official: Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jak…"
DPPFPI_Official,"Semeru Erupsi
Kolaka, Blitar &amp; Temanggung diterjang puting beliung
Banjir &amp; Longsor di Lombok &amp; Bali
Banjir Rob di Jakarta Utara
Bendungan Lawo, di Sulsel, Jebol.

Mohon Tim Kemanusiaan HILMI-FPI siaga penuh &amp; segera respon laporan masyarakat.

#FPIuntukNKRI
Berikut surat IBHRS: https://t.co/bb2BQzIvMt"
susansco,"$ELON juga lagi longsor 🤣🤣🤣 parah banget ini, tiarap, udah dibawah modal @DogelonMars"
kiswanto_sp,RT @VIVAcoid: Empat Orang Tewas akibat Banjir Bandang dan Longsor di Lombok Barat https://t.co/NdRt1F6W8G
bersatulahnkri,"RT @4Y4NKZ: Tenang saja ya..
Yg bisa menjadikan korban jiwa itu.
Sengatan listrik.

Tenang saja ya..
Kawasan ancol itu gak ada longsor.

😋…"
Ahmadha11888709,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
VanantaraCom,"Hai, Kawan Lingkungan! Permasalahan lingkungan hidup yang paling sering ditemukan di sekitar kita adalah masalah sampah. Tentu saja, sampah membawa banyak sekali dampak berbahaya dan merugikan manusia, seperti pencemaran sungai, banjir, hingga longsor. https://t.co/cpkR7KDw6d"
FS_ADIKOTE,"RT @Fraksi_NasDem: Bencana banjir dan longsor melanda beberapa wilayah di Indonesia. Salah satunya di Lembang Karua, Kecamatan Balusu, Tora…"
cakrawala_co,Bupati Sugiri Intruksikan Untuk Segera Perbaiki Bangunan Sekolah Rusak Akibat Longsor https://t.co/0XctFvl4Rw
BP_Kaskus,RT @CNNIndonesia: Banjir Hingga Longsor Terjadi di Badung dan Denpasar Bali https://t.co/zBkHtO9qRZ
kardusnumpuk,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
chyntw_,"RT @jayapechphotog1: Semoga Selalu Dalam lindungan tuhan.
Turut berduka cita atas korban Banjir dan Tanah Longsor yg terjadi di Lombok
#pra…"
insidelombok_,"RT @Taufik_06: @insidelombok_ Mataram - Senggigi di jembatan meninting di tutup sampai sore jam 4 tadi min . 
Yg dr mataram akan  ke senggi…"
kimooocy,puting beliung banjir sunami gempa bumi longsor
KholisDoang,"Ketika ketidak seimbang kita dalam menjaga Lingkungan kita maka disaat Musim Hujan Tiba, Banjir Longsor disertakan dan ketika Musim Kemarau, Suhu + Cuaca Ekstrim  (Panas ) terjadi &amp; kekeringan pun ada ...
Sesungguhnya Tuhan menurunkan Hujan dan apapun dari Langit adalah Karunia"
kyongemas,"Group TG isinya keluh kesah semua 
Memilukan efek grafik longsor 😂🤭"
Varial366490442,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
PiyunganPolsek,"Dalam upaya meminimalisir ancaman dan resiko bencana alam, Bhabinkamtibmas Srimulyo Bripka Suwarno dan FPRB Srimulyo memasang spanduk himbauan kepada masyarakat agar meningkatkan kesiapsiagaan dan kewaspadaan terhadap bencana alam longsor dan banjir .

Senin, 6 Desember 2021 https://t.co/0uALfQc93G"
nroah,@judees 0 nya longsor 7
normansya13,"@teguhsd @bangZhack86 Banser menurut pantauan ✅ suka joget dg biduan
      Dangdut
✅ Bergoyang ria dg psk
✅ Rokok dan minum2an
✅ Suka jaga parkiran 
✅ Jaga gereja
❎ Bencana alam absen
❎ Banjir tanah longsor jg
❎ apalagi tsunami Aceh
❎ Paling pancasilais
❎ Garda terdepan NKRI
❎ Katax kebal https://t.co/68gObnwNWW"
BKhusut,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
powerofwhat,@convomf Anjir kwkwkw humor w longsor
Dissoekarno,"RT @detikcom: Banjir dan longsor melanda Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) setelah diguyur hujan sejak kemarin. Banjir meng…"
bangzul_ntb,"Sore ini di Lokasi Banjir di Batu Layar Lombok Barat. Di Lokasi bersama Ibu Wakil Bupati Lombok Barat..

Nampaknya banjir besar ini disertai longsor di Hulu sehingga menghanyutkan banyak kayu2 yg besar.. https://t.co/LW3rF6zMH1"
Taufik_06,"@insidelombok_ Mataram - Senggigi di jembatan meninting di tutup sampai sore jam 4 tadi min . 
Yg dr mataram akan  ke senggigi/lombok utara disarankan ambil jalan arah gunung sari, belok kiri di pasar gunung sari. 
Jalur pusuk sampe sore tadi kabarnya masih longsor."
mora_baee,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
Lacryptocityxx,"Banjir dan longsor melanda Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) setelah diguyur hujan sejak kemarin. Banjir mengakibatkan 2 jembatan rusak. https://t.co/AZVwUgV4mr"
detikcom,"Banjir dan longsor melanda Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) setelah diguyur hujan sejak kemarin. Banjir mengakibatkan 2 jembatan rusak. https://t.co/F2ONtUGEev"
Fraksi_NasDem,"Bencana banjir dan longsor melanda beberapa wilayah di Indonesia. Salah satunya di Lembang Karua, Kecamatan Balusu, Toraja Utara, Sulawesi Selatan.

Anggota DPR RI Fraksi Partai NasDem, Eva Stevany Rataba (ESR) langsung mengirimkan bantuan kepada korban.

#FRAKSINASDEM https://t.co/jMoy6TuNvU"
RianPra62119664,@biji_plankton @najwa_SYM 🤣🤣🤣 udah longsor bang
AniBunny14,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
fajarasyfa1,@JakmaniaFamily plg longsor 1.nah team situ g naek2 kyk puas dan maksimal disitu2 aja.kyk team dibikin buat 9 besar aja cukup
DonFlamingo_,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
murry_sutan,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
rkusyanto,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
Lizalarilari,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
IDreamStuff,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
KodokNg11760053,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
erdanarada,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
onomsalam2pas,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
asriadi25,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
phanzhoel,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
Ndons_Back,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
BiBoyemare,"Longsor di Batulayar, 4 Meninggal Dunia, Gubernur Tinjau Lokasi Banjir https://t.co/eUEt167aw4"
BudiBudilaks,"@PartaiSocmed Ga bisa ikutin, bulan depan satu coin aja ah. Biar ada amunisi kalau longsor berkali-kali"
ballaraya,Banjir dan longsor sudah dimana-mana. Lanjut tahun depan? #bencana https://t.co/ftLddrXEIJ
JakmaniaFamily,"@fajarasyfa1 Nahh ntu tau,kali aja k depan nya ada yg longsor kan bisa aja ya😝"
Omnduut,"@Muslifa_Aseani Kayak dejavu, dulu pas ke Takengon malah jeda 10 sd 15 menit aja sebelum tebing longsor.

Nah di Lombok hampir sama. Alhamdulillah kita semua selamat."
MajikanBuSiti,"@lagicariistri Nggih kak, Bali dan Lombok beberapa hari ini dapet hujan tanpa henti, banjir dimana mana 😭🙏🏻 barusan baca berita ada longsor di beberapa titik di Lombok juga, stay safe ya kak 🙏🏻"
KranjiLatif,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
dalingsidmun,"@trendingtopiq Dua tahun yg lalu saat bencana longsor dikmpungku,bukan sprti ini yg dhrpkn tp gerak cepat mmlui kbijakan agar pengungsi bisa layak tinggal setelahnya lgsung ada kebjkn relokasi,biarlah mmgut batu2 itu mnjd ladang pahala utk ormas2 yg bergerak cepat dilpngn"
evamoa,"musimnya emang, bikin pikiran ama hati bercabang cabang.. sana erupsi sini banjir sana longsor :( 

stay safe semua 😢"
Beritabalicom,"Karangasem Diterjang Banjir, Longsor, Hingga Pohon Tumbang - https://t.co/9drrcRCMBv https://t.co/nYNFkETpvc"
ishano80,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
ezha_agustian,"Orang² bilang, wanita itu sulit berdamai dengan masa lalunya.
Walaupun bertahun-tahun di terpa badai, petir, longsor, tsunami akan muncul kembali perasaan emosional jika melihat adanya pelangi di tempat yg sama.
Jadi, pintu tetaplah pintu.
Tapi ucapan welcome saya taro di keset🤪"
sholahuddinash,RT @VIVAcoid: Empat Orang Tewas akibat Banjir Bandang dan Longsor di Lombok Barat https://t.co/NdRt1F6W8G
KasanMulyono,Bupati Fauzan Perintahkan Semua OPD Bergerak Cepat Tangani Bencana Banjir dan Longsor https://t.co/hNgiZWI5Z8 #lombok #banjir
VIVAcoid,Empat Orang Tewas akibat Banjir Bandang dan Longsor di Lombok Barat https://t.co/NdRt1F6W8G
LiaIsti6,"RT @PadelMm: Semoga cepat reda, banjir dan longsor di lombok https://t.co/QpQiJj3Eu5"
jawapos,"Hujan Deras, Tanggul Kali Gunting di Desa Karobelah longsor https://t.co/XOhZ8py63K"
PadelMm,"Semoga cepat reda, banjir dan longsor di lombok https://t.co/QpQiJj3Eu5"
justlovesc,@puppyjenow lombok kena Banjir bandang + longsor beberapa titik
justlovesc,@Idoynoluv Gapapa kak lombok kena Banjir bandang + longsor beberapa titik
voidotid,"Jalur lintas kabupaten yang berada di kawasan Hutan Pusuk, Pulau Lombok, Nusa Tenggara Barat, terpaksa ditutup oleh pihak kepolisian akibat adanya longsor di sejumlah tebing yang menutupi badan jalan. https://t.co/qz8mtpOYOo"
justlovesc,@Idoynoluv Banjir bandang + longsor beberapa titik
aniiz_HYHK,RT @lombokkita: Jalur Pusuk Longsor https://t.co/f8ny4VClJ9
KasanMulyono,"Banjir di Lombok, 4 Korban Meninggal 1 Orang Belum Ditemukan Akibat Longsor di Batulayar https://t.co/VMNX3hqNeN #lombok #banjir"
JakmaniaFamily,"@TukangKomporin Segala d bantu wasit,klw kalah mah ngaku kalah aja jngn alasan ini itu basi kang😝
Truss gua haruss bilang wooww gtu,nnti klw longsor lagi ngamuk lagi😂🤣"
FRPrayogo,"RT @detikcom: Menurutnya, berdasarkan data pos hujan di seluruh wilayah Bali, terdapat 28 titik pos dengan curah hujan di atas 100 mm/hari.…"
CNNIndonesia,Banjir Hingga Longsor Terjadi di Badung dan Denpasar Bali https://t.co/zBkHtO9qRZ
Lacryptocityxx,"Menurutnya, berdasarkan data pos hujan di seluruh wilayah Bali, terdapat 28 titik pos dengan curah hujan di atas 100 mm/hari. https://t.co/dPZ5K4VljB"
AngGreat2,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
koeglodag,"RT @detikcom: Menurutnya, berdasarkan data pos hujan di seluruh wilayah Bali, terdapat 28 titik pos dengan curah hujan di atas 100 mm/hari.…"
detikcom,"Menurutnya, berdasarkan data pos hujan di seluruh wilayah Bali, terdapat 28 titik pos dengan curah hujan di atas 100 mm/hari. https://t.co/IoQ3wAXbPd"
daffana,"@deehati Wa maren gw lewat pusuk tuh.. kontur tanah emang bukit2 gt rawan longsor, pusuk hutannya apa area penduduk tuh ... kmrn lewat situ pas ujan jg"
kodepose,"#Pembangunan 51 Rumah buat Korban Longsor di Desa Telemow Tak Tuntas, Dana Rp 15 M Kembali ke Pusat - Tribun Kaltim #Kodepos #Desa https://t.co/SG09vl2ES6 # Pembangunan 51 Rumah buat Korban Longsor di Desa Telemow Tak Tuntas, Dana Rp 15 M Kembali ke Pusat  Tribun Kaltim"
tonoraziz1,@dipoalam49 gunung meletur &amp; longsor ?
ALAlNDELON,@lilbragirl kirain takut longsor atau apa gitu nauzubillah 😭
ayon149,@biji_plankton @RianPra62119664 @najwa_SYM Kenapa longsor bang?
jawapos,Empat Warga Lombok Barat Meninggal akibat Banjir Bandang dan Longsor https://t.co/mG9ZEORAB0
SitiAisyahh_96,"RT @RinduSyariahid: #Opini

Banjir, Jangan Salahkan La Nina

Musim hujan baru saja tiba, tetapi banjir dan longsor sudah terjadi di mana-ma…"
aangdul,"RT @MajikanBuSiti: Moots,

Waspada dengan segala kemungkinan akibat curah hujan yang tinggi ya.

Banjir, tanah longsor, demam berdarah, poh…"
MajikanBuSiti,"Moots,

Waspada dengan segala kemungkinan akibat curah hujan yang tinggi ya.

Banjir, tanah longsor, demam berdarah, pohon tumbang, dan sebagainya.

Semoga kalian sehat dan aman selalu, dimanapun kalian berada! ❤"
Ahmad_Qrniawan,"Langit!
Bisakah engkau turunkan hujan secukupnya saja, soalnya kalo berlebihan nanti bisa banjir, rumah pada bocor, cucian susah kering, tanah bisa longsor. 
Sebab, segala sesuatu yang berlebihan itu tidak baik, itu kata Allah SWT bukan saya."
jayapechphotog1,"Semoga Selalu Dalam lindungan tuhan.
Turut berduka cita atas korban Banjir dan Tanah Longsor yg terjadi di Lombok
#prayforlombok https://t.co/gR9AiBfzt1"
SINDOnews,"4 Orang Tewas, 1 Hilang Akibat Banjir dan Longsor di Lombok Barat

https://t.co/yCbDg5cpgv"
siska_denda,"Dari beberapa hari yg lalu niatnya mau pergi bimbingan skripsi, tapii liat sikon yang nggk memungkinkan  ada temen yg kena begal di jalan dan cuaca yang tiap hari hujann. Ditambah lagi tadi pagi dapet info ada longsor dan banjir🤧"
Madridista_zack,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
saipol207_,"RT @sudjiwotedjo: Mari sopan kepada alam. Mari tak menyebut erupsi gunung, banjir, longsor dll sbg bencana. Itu toh cm cara alam mencapai k…"
Varial90538766,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
RingtimesBerita,"Tanah Longsor Rusak 1 Bangunan di Tojan Pering Blahbatuh Gianyar, Nihil Korban Jiwa https://t.co/GwhAWBky07"
John_kosenk,"RT @detikcom: Intensitas hujan yang tinggi di wilayah Kabupaten Lombok Barat, Nusa Tenggara Barat (NTB) menyebabkan 3 kecamatan di wilayah…"
R0manist1,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
ramkuni,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
pedaganglistrik,"RT @sudjiwotedjo: @DonAdam68 Bencana? ITB jangan ikut mindset salah kaprah. Erupsi gunung, longsor, banjir dll hanyalah ayat2/Sabda cara al…"
DDRezhaa,"RT @rumahrakyat77: Alhamdullilah hujan reda.
Ini adalah kondisi jembatan utama penghubung dri kota Mataram menju wisata Senggigi dimana jem…"
